price,year,mileage,tax,steering,condition,owners,model,volume,power,transmission,engine,fuel,drive,acceleration,consumption,country,class,number seats,length,width,height,wheelbase,clearance,wheel size,fuel capacity,weight,gears,maximum speed,fuel consumption city/highway/combined,ecological,co2,engine capacity,boost type,cylinders,cylinder,compression,engine model,timing
1 765 000 ₽,2021,22 200 км,3 465 ₽ / год,Левый,Не требует ремонта,1 владелец,Skoda,1.6,110,Автомат,Бензиновый,АИ-95,Передний,11.8,6.1,Чехия,B,5,4485,1706,1475,2602,170,"175/70 R14, 185/60 R15",55,1695,6,190,8.2/4.9/6.1,Euro 5,nan,1598,нет,4,4,10.5,CWVA,DOHC
450 000 ₽,2015,131 000 км,1 958 ₽ / год,Левый,Не требует ремонта,3 или более,Lada,1.6,87,Механика,Бензиновый,АИ-95,Передний,12.2,7.0,Россия,B,5,3893,1700,1500,2476,160,"175/65 R14, 185/60 R14",50,1560,5,168,9.0/5.8/7.0,Euro 4,nan,1596,нет,4,2,10.3,ваз-21116,SOHC
4 200 000 ₽,2023,190 км,18 675 ₽ / год,Левый,Не требует ремонта,1 владелец,Exeed,2.0,249,Автомат,Бензиновый,АИ-95,Полный,9.3,8.2,Китай,E,"6, 7",4970,1940,1792,2900,200,245/50 R20,65,2445,8,195,10.5/7.0/8.2,Euro 6,195,1998,Турбонаддув,4,4,nan,SQRF4J20C,DOHC
650 000 ₽,2002,185 000 км,8 955 ₽ / год,Левый,Не требует ремонта,3 или более,Ford,3.0,197,Автомат,Бензиновый,АИ-95,Полный,8.8,11.7,США,C,5,4394,1780,1755,2619,200,"225/70 R15, 235/70 R16",57,2050,4,175,13.1/10.2/11.7,Euro 4,nan,2967,нет,6,4,10,nan,DOHC
670 000 ₽,2019,114 000 км,1 392 ₽ / год,Левый,Не требует ремонта,1 владелец,Lada,1.6,87,Механика,Бензиновый,АИ-95,Передний,11.6,7.5,Россия,B,5,4268,1700,1500,2476,180,"175/65 R14, 185/55 R15",50,1560,5,172,8.5/5.5/7.5,Euro 5,nan,1596,нет,4,2,10.5,ваз-21116,SOHC
10 000 000 ₽,2023,15 000 км,nan,Левый,Не требует ремонта,1 владелец,GMC,3.0,305,Автомат,Дизельный,ДТ,Полный,nan,nan,США,J,"5, 6",5891,2063,1921,3745,200,"255/70 R17, 265/65 R18, 265/70 R17",83,3221,10,nan,nan,nan,nan,2993,Турбонаддув,6,4,15,3.0L Duramax,DOHC
5 000 000 ₽,2021,40 000 км,8 595 ₽ / год,Левый,Не требует ремонта,1 владелец,Mini,2.0,192,Автомат,Бензиновый,АИ-95,Полный,7.2,7.3,Великобритания,B,5,4297,1822,1557,2670,165,"225/50 R18, 225/55 R17",51,2120,8,222,8.7/6.4/7.3,Euro 6,150,1998,Турбонаддув,4,4,11,B48A20A,DOHC
410 000 ₽,2008,216 000 км,1 958 ₽ / год,Левый,Не требует ремонта,2 владельца,Renault,1.6,87,Механика,Бензиновый,АИ-95,Передний,11.5,7.2,Франция,B,5,4250,1735,1525,2630,155,"165/80 R14, 185/65 R15, 185/70 R14, 195/60 R15",50,1540,5,175,10.0/5.8/7.2,nan,nan,1598,нет,4,2,9.5,K7M,SOHC
5 850 000 ₽,2019,84 000 км,51 000 ₽ / год,Левый,Не требует ремонта,1 владелец,BMW,3.0,340,Автомат,Бензиновый,АИ-95,Полный,4.9,7.8,Германия,E,5,5082,1932,1407,3023,128,nan,68,2480,8,250,9.8/6.7/7.8,Euro 6,179,2998,Турбонаддув,6,4,11,B58B30,DOHC
5 500 000 ₽,2019,150 000 км,52 350 ₽ / год,Левый,Не требует ремонта,1 владелец,Audi,3.0,349,Автомат,Дизельный,ДТ,Полный,5.1,6.5,Германия,E,5,4954,1886,1481,2928,120,255/40 R20,63,2655,8,250,7.7/5.8/6.5,Euro 6,171,2967,Турбонаддув,6,4,15.5,nan,DOHC
1 800 000 ₽,2016,123 000 км,4 694 ₽ / год,Левый,Не требует ремонта,1 владелец,Ford,2.5,150,Автомат,Бензиновый,АИ-95,Передний,9.7,8.1,США,C,5,4524,1838,1745,2690,198,"235/55 R17, 235/50 R18",60,2200,6,185,11.2/6.5/8.1,Euro 5,193,2488,нет,4,4,9.7,nan,DOHC
4 750 000 ₽,2020,35 000 км,46 500 ₽ / год,Левый,Не требует ремонта,1 владелец,Cupra,2.0,310,Робот,Бензиновый,АИ-95,Полный,4.9,7.7,Испания,C,5,4450,1839,1510,2680,nan,245/40 R19,55,2140,7,250,9.6/6.5/7.7,Euro 6,175,1984,Турбонаддув,4,4,9.3,nan,DOHC
950 000 ₽,2004,182 000 км,40 800 ₽ / год,Левый,Не требует ремонта,3 или более,Volvo,2.9,272,Автомат,Бензиновый,АИ-98,Полный,9.3,12.9,Швеция,E,"5, 7",4798,1898,1743,2857,218,"235/60 R18, 235/65 R17, 255/50 R19",80,2800,4,210,18.5/9.6/12.9,nan,nan,2922,Турбонаддув,6,4,8.5,B6294T,DOHC
780 000 ₽,2023,96 000 км,2 003 ₽ / год,Левый,Не требует ремонта,1 владелец,Lada,1.6,90,Механика,Бензиновый,АИ-95,Передний,11.2,6.8,Россия,B,5,4268,1700,1500,2476,180,"175/65 R14, 185/55 R15",50,1560,5,179,9.4/5.3/6.8,Euro 2,nan,1596,нет,4,2,10.5,ваз-11182,SOHC
1 250 000 ₽,2011,193 000 км,4 662 ₽ / год,Левый,Не требует ремонта,2 владельца,Toyota,2.0,148,Вариатор,Бензиновый,АИ-95,Полный,11.5,7.6,Япония,C,5,4445,1815,1685,2560,190,225/65 R17,60,2110,nan,185,9.6/6.5/7.6,Euro 4,178,1998,нет,4,4,9.8,1az-fe,DOHC
1 790 000 ₽,2023,7 500 км,8 100 ₽ / год,Левый,Не требует ремонта,2 владельца,Changan,1.5,181,Робот,Бензиновый,АИ-92,Передний,7.1,6.2,Китай,C,5,4680,1838,1430,2750,152,"235/40 R19, 235/45 R18",51,nan,7,205,-/-/6.2,Euro 6,nan,1494,Турбонаддув,4,4,nan,JL473ZQ7,DOHC
750 000 ₽,2013,84 974 км,3 780 ₽ / год,Левый,Не требует ремонта,3 или более,Citroen,1.6,120,Автомат,Бензиновый,АИ-95,Передний,12.8,7.1,Франция,C,5,4621,1789,1496,2708,176,"195/65 R15, 205/55 R16",60,1815,4,181,9.9/5.6/7.1,Euro 5,164,1598,нет,4,4,11,nan,OHC
1 450 000 ₽,2015,210 000 км,39 300 ₽ / год,Левый,Не требует ремонта,1 владелец,Infiniti,3.5,262,Вариатор,Бензиновый,АИ-95,Полный,8.4,10.7,Япония,E,7,4990,1960,1742,2900,187,"235/55 R20, 235/65 R18",74,2680,nan,190,14.4/8.5/10.7,nan,nan,3498,нет,6,4,10.3,nan,DOHC
2 700 000 ₽,2023,25 500 км,8 550 ₽ / год,Левый,Не требует ремонта,2 владельца,GAC,2.0,190,Автомат,Бензиновый,АИ-92,Полный,nan,8.7,Китай,E,7,4836,1910,1770,2800,162,"235/60 R18, 245/55 R19",65,2515,6,nan,11.5/6.8/8.7,Euro 5,nan,1991,Турбонаддув,4,4,9.6,4B20M1,DOHC
1 099 000 ₽,2016,95 778 км,3 875 ₽ / год,Левый,Не требует ремонта,1 владелец,Hyundai,1.6,123,Автомат,Бензиновый,АИ-92,Передний,11.2,6.5,Южная Корея,B,5,4120,1700,1470,2570,160,"185/65 R15, 195/55 R16",43,1565,6,185,8.8/5.2/6.5,Euro 4,155,1591,нет,4,4,10.5,G4FC,DOHC
4 850 000 ₽,2022,12 253 км,17 325 ₽ / год,Левый,Не требует ремонта,1 владелец,Mazda,2.5,231,Автомат,Бензиновый,АИ-95,Полный,8.6,8.9,Япония,E,7,5075,1969,1747,2930,220,"255/50 R20, 255/60 R18",74,2562,6,210,-/-/8.9,nan,nan,2488,Турбонаддув,4,4,10.5,Mazda PY series (SkyActiv-G),DOHC
1 680 000 ₽,2019,88 000 км,3 749 ₽ / год,Левый,Не требует ремонта,1 владелец,Opel,1.5,120,Автомат,Дизельный,ДТ,Передний,11.5,4.0,Германия,B,5,4212,1825,1605,2604,200,"205/60 R16, 215/50 R17",45,1790,6,183,4.4/3.8/4.0,Euro 6,105,1499,Турбонаддув,4,4,16.5,nan,DOHC
705 000 ₽,2011,214 000 км,4 725 ₽ / год,Левый,Не требует ремонта,3 или более,Volkswagen,1.4,150,Робот,Бензиновый,АИ-95,Передний,8.6,6.0,Германия,C,5,4644,1778,1482,2651,160,"195/65 R15, 205/55 R16",55,1870,7,215,7.5/5.2/6.0,Euro 5,139,1390,Турбонаддув,4,4,10,nan,DOHC
1 750 000 ₽,2012,243 000 км,18 300 ₽ / год,Левый,Не требует ремонта,2 владельца,Audi,3.0,245,Автомат,Дизельный,ДТ,Полный,7.8,7.4,Германия,E,"5, 7",5089,1983,1731,3002,205,"235/60 R18, 255/55 R18, 295/35 R21, 295/40 R20",100,2995,8,215,8.6/6.7/7.4,nan,179,2967,Турбонаддув,6,4,16.8,nan,DOHC
2 200 000 ₽,2018,58 000 км,18 525 ₽ / год,Левый,Не требует ремонта,1 владелец,Kia,2.0,247,Автомат,Бензиновый,АИ-95,Полный,6.7,9.2,Южная Корея,D,5,4831,1869,1400,2906,134,nan,60,2185,8,240,12.7/7.2/9.2,Euro 5,210,1998,Турбонаддув,4,4,10,Theta II,DOHC
2 200 000 ₽,2023,18 000 км,3 528 ₽ / год,Левый,Не требует ремонта,1 владелец,nan,1.5,116,Вариатор,Бензиновый,АИ-92,Передний,nan,6.9,Китай,B,5,4200,1760,1570,2555,nan,205/55 R16,48,1662,nan,165,-/-/6.9,nan,nan,1499,нет,4,4,11,SQRE4G15C,DOHC
1 490 000 ₽,2017,130 000 км,2 250 ₽ / год,Левый,Не требует ремонта,1 владелец,nan,1.5,73,Автомат,Гибридный,АИ-95,Передний,11.5,4.7,Япония,C,5,3995,1694,1445,2550,140,"175/65 R15, 195/50 R16",36,nan,1,169,4.4/5.1/4.7,nan,nan,1497,нет,4,4,13.4,1NZ-FXE,DOHC
495 000 ₽,2013,123 000 км,3 371 ₽ / год,Левый,Не требует ремонта,1 владелец,Kia,1.4,107,Механика,Бензиновый,АИ-92,Передний,11.5,5.9,Южная Корея,B,5,4370,1700,1470,2570,160,"185/65 R15, 195/55 R16",43,nan,5,190,7.6/4.9/5.9,Euro 4,124,1396,нет,4,4,10.5,nan,DOHC
1 650 000 ₽,2018,119 000 км,4 694 ₽ / год,Левый,Не требует ремонта,1 владелец,Ford,2.5,150,Автомат,Бензиновый,АИ-95,Передний,10.7,8.1,США,C,5,4531,1838,1694,2690,200,"235/50 R18, 235/55 R17",60,nan,6,185,11.2/6.4/8.1,Euro 5,nan,2488,нет,4,4,9.7,Duratec 25,DOHC
11 300 000 ₽,2022,32 000 км,63 750 ₽ / год,Левый,Не требует ремонта,1 владелец,Chevrolet,6.2,426,Автомат,Бензиновый,АИ-95,Полный,6.2,14.5,США,J,"7, 8",5352,2057,1925,3071,203-254,"265/65 R18, 275/55 R20, 285/45 R22",91,nan,10,246,16.8/12.4/14.5,nan,nan,6162,нет,8,2,11.5,L86,OHV
580 000 ₽,2009,249 000 км,7 200 ₽ / год,Левый,Не требует ремонта,2 владельца,Audi,1.8,160,Вариатор,Бензиновый,АИ-95,Передний,8.6,7.1,Германия,D,5,4703,1824,1427,2808,160,"245/45 R17, 245/40 R18, 225/45 R18, 225/50 R17, 205/60 R16, 225/55 R16, 255/35 R19",65,1960,nan,225,9.9/5.5/7.1,nan,nan,1798,Турбонаддув,4,4,9.6,nan,DOHC
6 300 000 ₽,2021,13 800 км,37 650 ₽ / год,Левый,Не требует ремонта,1 владелец,Porsche,2.0,252,Робот,Бензиновый,АИ-98,Полный,6.7,7.4,Германия,D,5,4686,1923,1624,2807,205,nan,65,2510,7,227,8.6/6.6/7.4,Euro 6,172,1984,Турбонаддув,4,4,9.6,CYMC,DOHC
4 650 000 ₽,2018,131 000 км,45 000 ₽ / год,Левый,Не требует ремонта,1 владелец,Land,3.0,300,Автомат,Дизельный,ДТ,Полный,6.5,6.4,Великобритания,D,5,4803,2032,1665,2874,213-251,235/65 R18,66,2610,8,241,7.4/5.8/6.4,Euro 6,167,2993,Турбонаддув,6,4,16.1,nan,DOHC
1 090 000 ₽,2011,192 300 км,3 591 ₽ / год,Левый,Не требует ремонта,2 владельца,Nissan,1.6,117,Механика,Бензиновый,АИ-95,Передний,12.9,7.0,Япония,C,7,4541,1780,1645,2765,200,"215/65 R16, 215/55 R18, 215/60 R17",65,2078,5,177,8.9/5.9/7.0,nan,155,1598,нет,4,4,10.7,hr16de,DOHC
895 000 ₽,2008,310 000 км,7 965 ₽ / год,Левый,Не требует ремонта,3 или более,BMW,2.0,177,Механика,Дизельный,ДТ,Полный,8.9,6.8,Германия,D,5,4569,1853,1674,2795,201,225/60 R17,67,2265,6,206,8.6/5.7/6.8,nan,nan,1995,Турбонаддув,4,4,16.5,N47D20,DOHC
1 320 000 ₽,2013,156 500 км,6 840 ₽ / год,Левый,Не требует ремонта,2 владельца,Volkswagen,1.8,152,Робот,Бензиновый,АИ-95,Передний,8.5,7.3,Германия,E,"4, 5",4802,1885,1417,2711,154,"235/45 R17, 235/40 R18, 205/50 R17",70,1960,7,222,9.8/5.8/7.3,nan,nan,1798,Турбонаддув,4,4,9.6,"cdab, cgya",DOHC
1 800 000 ₽,2013,330 000 км,8 325 ₽ / год,Левый,Не требует ремонта,3 или более,Toyota,2.7,185,Автомат,Бензиновый,АИ-95,Полный,9.4,10.0,Япония,D,5,4833,1905,1610,2775,205,245/55 R19,67,2340,6,180,13.3/8.0/10.0,nan,nan,2672,нет,4,4,10,1ar-fe,DOHC
2 000 100 ₽,2008,209 000 км,18 675 ₽ / год,Левый,Не требует ремонта,2 владельца,Toyota,4.0,249,Автомат,Бензиновый,АИ-92,Полный,9.5,12.3,Япония,J,"5, 7",4715,1875,1855,2790,220-250,265/65 R17,87,2850,5,175,16.7/9.8/12.3,nan,nan,3956,нет,6,4,10,1gr-fe,DOHC
5 700 000 ₽,2020,57 000 км,18 600 ₽ / год,Левый,Не требует ремонта,1 владелец,Land,3.0,249,Автомат,Дизельный,ДТ,Полный,8.0,6.9,Великобритания,J,5,5000,2073,1869,2922,220,"235/65 R19, 255/55 R20, 275/40 R22, 275/45 R21",86,3100,8,209,7.8/6.4/6.9,Euro 6,182,2993,Турбонаддув,6,4,16.1,nan,DOHC
1 999 999 ₽,2011,165 000 км,45 900 ₽ / год,Левый,Не требует ремонта,2 владельца,BMW,3.0,306,Автомат,Бензиновый,АИ-95,Полный,6.7,10.1,Германия,E,"4, 5",4877,1983,1690,2933,212,255/50 R19,85,2670,8,240,13.2/8.3/10.1,Euro 5,236,2979,Турбонаддув,6,4,10.2,N54B30,DOHC
649 000 ₽,2015,100 400 км,1 778 ₽ / год,Левый,Не требует ремонта,3 или более,Chevrolet,1.7,80,Механика,Бензиновый,АИ-95,Полный,19.0,10.8,США,J,5,4048,1770,1652,2450,200,"205/70 R15, 215/65 R16",58,1860,5,140,14.1/8.8/10.8,Euro 4,245,1690,нет,4,2,9.3,nan,SOHC
3 500 000 ₽,2023,11 000 км,8 865 ₽ / год,Левый,Не требует ремонта,1 владелец,Chery,2.0,197,Робот,Бензиновый,АИ-92,Полный,8.4,8.3,Китай,D,7,4720,1860,1705,2710,190,"235/50 R19, 235/55 R18",57,2300,7,210,10.3/7.2/8.3,Euro 6,195,1998,Турбонаддув,4,4,nan,SQRF4J20,DOHC
2 250 000 ₽,2023,18 000 км,4 694 ₽ / год,Левый,Не требует ремонта,1 владелец,Geely,1.5,150,Робот,Бензиновый,АИ-92,Передний,8.4,6.4,Китай,B,5,4330,1800,1609,2600,190,"215/55 R18, 215/60 R17",45,1715,7,190,7.8/5.4/6.4,Euro 5,nan,1477,Турбонаддув,3,4,10.5,JLH-3G15TD,DOHC
4 990 000 ₽,2019,68 000 км,52 950 ₽ / год,Левый,Не требует ремонта,1 владелец,BMW,3.0,360,Автомат,Бензиновый,АИ-95,Полный,4.8,9.2,Германия,D,5,4752,1918,1621,2864,209,nan,65,2430,8,250,11.6/7.8/9.2,Euro 6,210,2998,Турбонаддув,6,4,10.2,N55B30,DOHC
1 390 000 ₽,2014,216 000 км,4 725 ₽ / год,Левый,Не требует ремонта,2 владельца,Audi,1.4,150,Робот,Бензиновый,АИ-95,Передний,8.9,6.2,Германия,C,5,4385,1831,1608,2603,170,"215/65 R16, 235/50 R18, 235/55 R17",64,2005,6,200,7.7/5.4/6.2,nan,nan,1395,Турбонаддув,4,4,10,CHPB,DOHC
1 850 000 ₽,2017,175 000 км,7 695 ₽ / год,Левый,Не требует ремонта,1 владелец,Nissan,2.5,171,Вариатор,Бензиновый,АИ-95,Полный,10.5,8.3,Япония,D,5,4643,1820,1695,2706,210,"225/60 R18, 225/65 R17",60,2070,nan,190,11.3/6.6/8.3,Euro 5,192,2488,нет,4,4,10,qr25de,DOHC
1 970 000 ₽,2013,268 000 км,18 375 ₽ / год,Левый,Не требует ремонта,3 или более,Volkswagen,3.0,245,Автомат,Дизельный,ДТ,Полный,7.6,7.4,Германия,E,5,4795,1940,1709,2893,195,235/65 R17,85,2860,8,220,8.8/6.5/7.4,Euro 5,189,2967,Турбонаддув,6,4,16.8,nan,DOHC
2 190 000 ₽,2018,145 000 км,8 055 ₽ / год,Левый,Не требует ремонта,3 или более,Land,2.0,180,Автомат,Дизельный,ДТ,Полный,8.9,5.3,Великобритания,D,"5, 7",4599,2069,1724,2741,212,"225/65 R17, 235/55 R19, 235/60 R18, 235/65 R17, 245/45 R20",65,nan,9,188,6.3/4.7/5.3,Euro 6,139,1999,Турбонаддув,4,4,15.5,nan,DOHC
3 450 000 ₽,2010,155 000 км,55 050 ₽ / год,Левый,Не требует ремонта,2 владельца,Lexus,5.7,367,Автомат,Бензиновый,АИ-95,Полный,7.5,14.8,Япония,J,"5, 8",4990,1970,1890,2850,225,"285/50 R20, 285/60 R18",93,3856,6,220,19.6/13.7/14.8,Euro 5,nan,5663,нет,8,4,10.2,3ur-fe,DOHC
2 050 000 ₽,2024,3 160 км,4 599 ₽ / год,Левый,Не требует ремонта,1 владелец,Omoda,1.5,147,Вариатор,Бензиновый,АИ-92,Передний,9.9,7.1,Китай,C,5,4400,1830,1588,2630,190,215/55 R18,52,1856,nan,195,9.5/5.8/7.1,Euro 6,nan,1498,Турбонаддув,4,4,9.5,SQRE4T15C,DOHC
1 050 000 ₽,2016,173 650 км,3 938 ₽ / год,Левый,Не требует ремонта,1 владелец,Volkswagen,1.4,125,Механика,Бензиновый,АИ-95,Передний,9.6,4.4,Германия,C,5,4659,1778,1482,2651,139,205/55 R16,55,1920,6,206,5.3/6.9/4.4,Euro 6,nan,1395,Турбонаддув,4,4,10.5,czca,DOHC
3 050 000 ₽,2015,85 300 км,63 000 ₽ / год,Левый,Не требует ремонта,1 владелец,Porsche,3.6,420,Автомат,Бензиновый,АИ-95,Полный,5.5,9.8,Германия,E,5,4855,1939,1705,2895,190-245,"265/50 R19, 295/35 R21, 255/55 R18, 275/45 R20",100,2860,8,259,13.0/8.0/9.8,Euro 6,229,3604,Турбонаддув,6,4,10.5,nan,DOHC
2 300 000 ₽,2013,160 000 км,7 650 ₽ / год,Левый,Не требует ремонта,2 владельца,Mercedes-Benz,2.1,170,Автомат,Дизельный,ДТ,Полный,8.8,6.5,Германия,D,5,4536,1840,1669,2755,200,"235/50 R19, 235/60 R17",66,2450,7,205,7.4/5.9/6.5,Euro 5,168,2143,Турбонаддув,4,4,16.2,om651,DOHC
3 111 000 ₽,2016,218 553 км,18 300 ₽ / год,Левый,Не требует ремонта,2 владельца,Porsche,3.0,245,Робот,Дизельный,ДТ,Полный,6.3,6.3,Германия,D,5,4681,1923,1624,2807,205,nan,75,2575,7,230,6.9/5.9/6.3,Euro 6,164,2967,Турбонаддув,6,4,16.8,MCR.CA,DOHC
2 820 000 ₽,2018,126 000 км,8 100 ₽ / год,Левый,Не требует ремонта,2 владельца,Toyota,2.5,180,Автомат,Бензиновый,АИ-95,Полный,9.4,8.6,Япония,C,5,4605,1845,1670,2660,165,225/65 R17,60,2130,6,180,11.6/6.9/8.6,Euro 5,200,2494,нет,4,4,10.4,2AR-FE,DOHC
2 090 000 ₽,2020,82 000 км,3 465 ₽ / год,Левый,Не требует ремонта,1 владелец,Volkswagen,1.6,110,Механика,Бензиновый,АИ-95,Передний,11.3,6.4,Германия,C,5,4702,1799,1459,2670,160,"205/55 R17, 205/60 R16",50,1790,5,191,8.8/5.0/6.4,Euro 5,134,1598,нет,4,4,10.5,nan,DOHC
1 279 000 ₽,2014,272 000 км,7 650 ₽ / год,Левый,Не требует ремонта,2 владельца,Volkswagen,2.0,170,Автомат,Бензиновый,АИ-95,Полный,9.9,9.9,Германия,C,5,4426,1809,1703,2604,200,"215/65 R16, 235/50 R18, 235/55 R17",64,2220,6,197,13.5/7.7/9.9,Euro 5,199,1984,Турбонаддув,4,4,10,nan,DOHC
3 378 000 ₽,2023,52 330 км,16 500 ₽ / год,Левый,Не требует ремонта,2 владельца,Tank,2.0,220,Автомат,Бензиновый,АИ-92,Полный,10.6,10.7,Китай,J,5,4760,1930,1903,2750,224,265/65 R17,80,2552,8,175,-/-/10.7,nan,nan,1967,Турбонаддув,4,4,nan,nan,DOHC
1 000 000 ₽,2015,172 000 км,4 158 ₽ / год,Левый,Не требует ремонта,2 владельца,Hyundai,1.6,132,Автомат,Бензиновый,АИ-92,Передний,11.6,6.9,Южная Корея,C,5,4550,1775,1445,2700,150,"215/45 R17, 205/55 R16, 195/65 R15",50,1800,6,195,9.4/5.4/6.9,Euro 4,163,1591,нет,4,4,10.5,G4FG,DOHC
2 600 000 ₽,2010,214 580 км,44 400 ₽ / год,Левый,Не требует ремонта,3 или более,Lexus,4.6,296,Автомат,Бензиновый,АИ-95,Полный,8.3,12.8,Япония,J,"5, 7",4805,1885,1845,2790,215,265/60 R18,87,2990,6,175,17.7/9.9/12.8,Euro 4,303,4608,нет,8,4,10.2,nan,DOHC
1 070 000 ₽,2010,113 000 км,7 605 ₽ / год,Левый,Не требует ремонта,1 владелец,Suzuki,2.4,169,Автомат,Бензиновый,АИ-95,Полный,12.0,9.7,Япония,J,5,4500,1810,1695,2640,200,"225/60 R18, 225/65 R17, 225/70 R16",66,2100,4,175,12.5/8.1/9.7,nan,225,2393,нет,4,4,10,j24b,DOHC
2 767 410 ₽,2022,41 918 км,16 275 ₽ / год,Левый,Не требует ремонта,1 владелец,Haval,2.0,218,Автомат,Бензиновый,АИ-92,Полный,10.0,12.6,Китай,J,7,4856,1926,1900,2800,206,265/60 R18,80,2850,8,180,-/-/12.6,Euro 6,214,1967,Турбонаддув,4,4,9.6,GW4C20,DOHC
880 000 ₽,2007,321 000 км,4 725 ₽ / год,Левый,Не требует ремонта,3 или более,Honda,2.0,150,Автомат,Бензиновый,АИ-95,Полный,12.2,8.2,Япония,C,5,4530,1820,1675,2620,185,"225/60 R18, 225/65 R17, 245/45 R19",58,2080,5,177,10.9/6.7/8.2,nan,nan,1997,нет,4,4,10.5,r20a,SOHC
2 999 990 ₽,2019,32 000 км,42 000 ₽ / год,Левый,Не требует ремонта,1 владелец,nan,2.0,280,Автомат,Бензиновый,АИ-95,Задний,5.7,9.4,Италия,D,5,4687,1903,1671,2818,190,235/65 R17,64,2300,8,232,10.7/8.1/9.4,Euro 6,nan,1995,Турбонаддув,4,4,10,GME T4 MultiAir,DOHC
1 890 000 ₽,2017,34 000 км,3 654 ₽ / год,Правый,Не требует ремонта,2 владельца,Toyota,1.2,115,Вариатор,Бензиновый,АИ-95,Полный,11.4,6.3,Япония,C,5,4360,1795,1565,2640,160,215/60 R17,50,1930,nan,180,7.6/5.6/6.3,Euro 6,143,1197,Турбонаддув,4,4,10,8NR-FTS,DOHC
4 400 000 ₽,2023,90 км,18 675 ₽ / год,Левый,Не требует ремонта,1 владелец,Exeed,2.0,249,Автомат,Бензиновый,АИ-95,Полный,9.3,8.2,Китай,E,"6, 7",4970,1940,1792,2900,200,245/50 R20,65,2445,8,195,10.5/7.0/8.2,Euro 6,195,1998,Турбонаддув,4,4,nan,SQRF4J20C,DOHC
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
930 000 ₽,2014,225 000 км,4 725 ₽ / год,Левый,Не требует ремонта,2 владельца,Hyundai,2.0,150,Автомат,Бензиновый,АИ-95,Передний,11.5,8.8,Южная Корея,C,5,4410,1820,1660,2640,175,"225/55 R18, 225/60 R17",58,1980,6,177,11.7/7.0/8.8,Euro 4,200,1999,нет,4,4,10.5,G4KD,DOHC
799 999 ₽,2008,229 000 км,7 605 ₽ / год,Левый,Не требует ремонта,3 или более,Suzuki,2.4,169,Механика,Бензиновый,АИ-95,Полный,11.7,9.0,Япония,J,5,4500,1810,1695,2640,200,"225/60 R18, 225/65 R17, 225/70 R16",66,2100,5,185,11.4/7.6/9.0,nan,208,2393,нет,4,4,10,j24b,DOHC
1 096 000 ₽,2012,156 190 км,4 442 ₽ / год,Левый,Не требует ремонта,2 владельца,Nissan,2.0,141,Вариатор,Бензиновый,АИ-95,Полный,11.7,8.2,Япония,C,7,4541,1780,1645,2765,200,215/60 R17,65,2215,nan,180,10.7/6.8/8.2,nan,184,1997,нет,4,4,10.2,mr20de,DOHC
1 200 000 ₽,2014,111 000 км,3 686 ₽ / год,Левый,Не требует ремонта,2 владельца,Suzuki,1.6,117,Механика,Бензиновый,АИ-95,Передний,11.0,5.4,Япония,B,5,4300,1765,1590,2600,180,"205/60 R16, 205/50 R17",47,1740,5,180,6.6/4.8/5.4,nan,nan,1586,нет,4,4,11,M16A,DOHC
2 000 000 ₽,2013,170 000 км,48 000 ₽ / год,Левый,Не требует ремонта,3 или более,BMW,3.0,320,Автомат,Бензиновый,АИ-95,Полный,5.6,8.3,Германия,F,5,5219,1902,1481,3210,152,245/50 R18,80,2525,8,250,11.2/6.6/8.3,Euro 5,nan,2979,Турбонаддув,6,4,10.2,N55B30,DOHC
5 550 000 ₽,2021,22 000 км,8 910 ₽ / год,Левый,Не требует ремонта,1 владелец,Genesis,2.2,199,Автомат,Дизельный,ДТ,Полный,8.3,7.8,Южная Корея,D,5,4715,1910,1630,2875,185,"235/55 R19, 235/60 R18",66,2545,8,211,10.3/6.4/7.8,Euro 5,206,2151,Турбонаддув,4,4,16,D4HF,DOHC
1 800 000 ₽,2013,201 000 км,16 650 ₽ / год,Левый,Не требует ремонта,3 или более,Infiniti,2.5,222,Автомат,Бензиновый,АИ-95,Полный,9.4,10.6,Япония,D,5,4635,1800,1600,2800,147,"225/55 R18, 245/45 R19",80,2272,7,210,14.3/8.4/10.6,Euro 4,265,2496,нет,6,4,10.3,nan,DOHC
3 800 000 ₽,2019,25 900 км,4 694 ₽ / год,Левый,Не требует ремонта,2 владельца,Land,2.0,150,Автомат,Дизельный,ДТ,Полный,10.3,5.3,Великобритания,D,"5, 7",4599,2069,1724,2741,212,"225/65 R17, 235/55 R19, 235/60 R18, 235/65 R17, 245/45 R20",65,nan,9,180,6.3/4.7/5.3,Euro 6,139,1999,Турбонаддув,4,4,15.5,nan,DOHC
760 000 ₽,2011,270 000 км,3 528 ₽ / год,Левый,Не требует ремонта,3 или более,Suzuki,1.6,112,Механика,Бензиновый,АИ-95,Полный,11.5,6.8,Япония,B,5,4150,1755,1605,2500,190,205/60 R16,45,1685,5,175,8.6/5.8/6.8,Euro 4,nan,1586,нет,4,4,10,m16a,DOHC
