price,year,mileage,tax,steering,owners,model,volume,power,transmission,engine,fuel,drive,acceleration,consumption,country,class,number seats,length,width,height,wheelbase,clearance,wheel size,fuel capacity,weight,gears,maximum speed,ecological,co2,engine capacity,cylinders,cylinder,compression,fuel consumption city,fuel consumption highway,fuel consumption combined,log_price
1000000.0,2006.0,224000.0,17625.0,Левый,3.0,Mercedes-Benz,3.0,235.0,Автомат,Дизельный,ДТ,Задний,7.5,8.3,Германия,F,5.0,5079.0,1871.0,1473.0,3035.0,145.0,R18,90.0,2550.0,7.0,250.0,Euro 4,,2987.0,6.0,4.0,18.0,11.6,6.4,8.3,13.815511557963774
700000.0,2008.0,234800.0,38700.0,Левый,3.0,Subaru,3.6,258.0,Автомат,Бензиновый,АИ-95,Полный,8.9,11.6,Япония,E,5.0,4855.0,1880.0,1675.0,2750.0,210.0,R18,64.0,2586.0,5.0,207.0,Euro 0,275.0,3630.0,6.0,4.0,10.5,16.2,9.0,11.6,13.45883704259595
550000.0,2008.0,370000.0,7785.0,Левый,2.0,Hyundai,2.7,173.0,Автомат,Бензиновый,АИ-92,Полный,11.6,11.4,Южная Корея,D,5.0,4500.0,1845.0,1710.0,2620.0,207.0,R16,65.0,2380.0,4.0,182.0,Euro 0,,2657.0,6.0,4.0,10.0,14.9,9.4,11.4,13.217675375388819
3077000.0,2023.0,3863.0,7650.0,Левый,1.0,Toyota,,204.0,Автомат,Электро,,Передний,7.5,14.4,Япония,D,5.0,4690.0,1860.0,1651.0,2850.0,205.0,R18,,2465.0,1.0,160.0,Euro 0,,,,,,,,,14.939465979296001
500000.0,2005.0,160000.0,4284.0,Левый,3.0,,2.0,136.0,Вариатор,Бензиновый,АИ-95,Передний,10.2,7.3,Германия,C,5.0,4270.0,1777.0,1603.0,2778.0,125.0,R17,54.0,1880.0,,190.0,Euro 4,,2034.0,4.0,2.0,11.0,9.5,6.0,7.3,13.122365377402328
2290000.0,2018.0,150000.0,4694.0,Левый,1.0,Volvo,2.0,150.0,Автомат,Дизельный,ДТ,Передний,10.2,5.1,Швеция,C,5.0,4425.0,1863.0,1652.0,2702.0,211.0,R17,54.0,2220.0,8.0,200.0,Euro 6,,1969.0,4.0,4.0,16.0,5.8,4.7,5.1,14.64406281221155
1600000.0,2018.0,120000.0,4725.0,Левый,3.0,Mitsubishi,1.5,150.0,Вариатор,Бензиновый,АИ-95,Полный,11.4,7.7,Япония,C,5.0,4405.0,1805.0,1685.0,2670.0,183.0,R18,,,,195.0,Euro 6,,1499.0,4.0,4.0,10.0,9.8,6.5,7.7,14.285514812209815
720000.0,2012.0,156000.0,4253.0,Левый,2.0,Renault,2.0,135.0,Механика,Бензиновый,АИ-95,Полный,10.4,7.8,Франция,B,5.0,4315.0,1822.0,1625.0,2673.0,210.0,R16,50.0,1877.0,6.0,177.0,Euro 4,177.0,1998.0,4.0,4.0,11.05,10.3,6.5,7.8,13.487007879880162
600000.0,2008.0,240000.0,17850.0,Левый,3.0,Mazda,2.3,238.0,Автомат,Бензиновый,АИ-95,Полный,8.3,11.5,Япония,D,5.0,4680.0,1870.0,1645.0,2750.0,208.0,R18,69.0,2289.0,6.0,181.0,Euro 0,,2260.0,4.0,4.0,9.5,15.3,9.3,11.5,13.304686600863562
920000.0,2007.0,308000.0,7200.0,Левый,2.0,Land,2.2,160.0,Механика,Дизельный,ДТ,Полный,11.7,7.5,Великобритания,C,5.0,4500.0,1910.0,1740.0,2660.0,210.0,R16,70.0,2505.0,6.0,181.0,Euro 0,,2179.0,4.0,4.0,16.5,9.2,6.2,7.5,13.732130035981154
2000000.0,2012.0,216156.0,15600.0,Левый,2.0,Lexus,2.5,208.0,Автомат,Бензиновый,АИ-95,Задний,8.1,9.1,Япония,D,4.0,4585.0,1800.0,1425.0,2730.0,145.0,R16,65.0,2055.0,6.0,225.0,Euro 0,,2499.0,6.0,4.0,12.0,12.7,7.0,9.1,14.508658238524095
849000.0,2009.0,273220.0,7965.0,Левый,3.0,BMW,2.0,177.0,Автомат,Дизельный,ДТ,Полный,9.2,7.0,Германия,D,5.0,4569.0,1853.0,1674.0,2795.0,201.0,R17,67.0,2265.0,6.0,205.0,Euro 0,,1995.0,4.0,4.0,16.5,8.7,6.0,7.0,13.651815643149092
5900000.0,2017.0,71000.0,86250.0,Левый,2.0,BMW,4.4,575.0,Автомат,Бензиновый,АИ-95,Полный,4.2,11.1,Германия,E,5.0,4909.0,1989.0,1689.0,2933.0,195.0,R20,85.0,2950.0,8.0,250.0,Euro 6,258.0,4395.0,8.0,4.0,10.0,14.7,9.0,11.1,15.59046307836746
800000.0,2006.0,263000.0,17325.0,Левый,3.0,BMW,3.0,231.0,Автомат,Бензиновый,АИ-95,Полный,8.1,12.1,Германия,D,5.0,4569.0,1853.0,1674.0,2795.0,200.0,R17,67.0,2280.0,5.0,221.0,Euro 4,293.0,2979.0,6.0,4.0,10.2,17.4,9.1,12.1,13.592368256649284
1380000.0,2013.0,185000.0,7605.0,Левый,3.0,Nissan,2.5,169.0,Вариатор,Бензиновый,АИ-95,Полный,10.3,9.1,Япония,D,5.0,4636.0,1790.0,1700.0,2630.0,210.0,R17,65.0,2050.0,,182.0,Euro 0,214.0,2488.0,4.0,4.0,9.5,11.5,7.7,9.1,14.137594781770806
720000.0,2001.0,195000.0,8100.0,Левый,3.0,,1.8,180.0,Механика,Бензиновый,АИ-98,Полный,7.9,9.4,Германия,S,4.0,4041.0,1764.0,1346.0,2422.0,130.0,R17,55.0,1710.0,6.0,226.0,Euro 0,,1781.0,4.0,5.0,9.5,13.0,7.5,9.4,13.487007879880162
1700000.0,2010.0,96000.0,4442.0,Левый,2.0,Nissan,2.0,141.0,Вариатор,Бензиновый,АИ-95,Полный,11.7,8.2,Япония,C,7.0,4541.0,1780.0,1645.0,2765.0,200.0,R17,65.0,2215.0,,180.0,Euro 0,184.0,1997.0,4.0,4.0,10.2,10.7,6.8,8.2,14.346139397261565
1570000.0,2012.0,162500.0,7335.0,Левый,2.0,Volvo,2.4,163.0,Автомат,Дизельный,ДТ,Полный,10.9,6.8,Швеция,D,5.0,4627.0,1891.0,1713.0,2774.0,230.0,R18,70.0,2505.0,6.0,190.0,Euro 5,179.0,2400.0,5.0,4.0,16.5,8.9,5.6,6.8,14.266586814266963
890000.0,2019.0,160000.0,3591.0,Левый,2.0,Citroen,1.6,114.0,Механика,Дизельный,ДТ,Передний,11.4,4.8,Франция,C,5.0,4621.0,1789.0,1496.0,2708.0,176.0,R16,60.0,1795.0,6.0,187.0,Euro 0,125.0,1560.0,4.0,2.0,16.0,5.9,4.2,4.8,13.698977865303197
800000.0,2007.0,347563.0,8955.0,Левый,3.0,Volvo,2.5,200.0,Автомат,Бензиновый,АИ-95,Передний,8.0,10.2,Швеция,E,5.0,4851.0,1861.0,1493.0,2835.0,148.0,R16,70.0,2160.0,6.0,210.0,Euro 0,,2521.0,5.0,4.0,9.0,15.2,7.3,10.2,13.592368256649284
2550000.0,2018.0,85000.0,8280.0,Правый,2.0,Toyota,2.5,184.0,Вариатор,Гибридный,АИ-95,Задний,,5.0,Япония,E,5.0,4910.0,1800.0,1455.0,2920.0,135.0,R18,66.0,2025.0,,,Euro 0,97.0,2487.0,4.0,4.0,14.0,5.8,4.8,5.0,14.751604309291395
1650000.0,2010.0,278000.0,58050.0,Левый,2.0,Mercedes-Benz,5.5,388.0,Автомат,Бензиновый,АИ-95,Полный,5.4,12.2,Германия,F,4.0,5226.0,1871.0,1485.0,3165.0,150.0,R18,90.0,2640.0,7.0,250.0,Euro 5,230.0,5461.0,8.0,4.0,10.5,18.1,8.9,12.2,14.316286451937186
730000.0,2010.0,245000.0,4631.0,Левый,3.0,Mazda,2.0,147.0,Автомат,Бензиновый,АИ-95,Передний,10.9,7.7,Япония,D,5.0,4755.0,1795.0,1440.0,2725.0,165.0,R18,64.0,1935.0,5.0,205.0,Euro 4,182.0,1999.0,4.0,4.0,10.0,11.1,5.7,7.7,13.500801182986649
1800000.0,2023.0,10000.0,3686.0,Левый,1.0,Lada,1.6,118.0,Механика,Бензиновый,АИ-95,Передний,10.9,7.4,Россия,B,5.0,4426.0,1774.0,1478.0,2635.0,158.0,R17,55.0,1730.0,5.0,190.0,Euro 0,,1596.0,4.0,4.0,11.0,9.9,5.8,7.4,14.403297778421795
3550000.0,2012.0,209000.0,17625.0,Левый,3.0,Toyota,4.5,235.0,Автомат,Дизельный,ДТ,Полный,8.9,8.1,Япония,J,7.0,4950.0,1970.0,1950.0,2850.0,225.0,R17,93.0,3350.0,6.0,210.0,Euro 4,273.0,4461.0,8.0,4.0,16.8,9.7,7.1,8.1,15.0824584431417
2300000.0,2018.0,171600.0,6840.0,Правый,1.0,Toyota,2.0,152.0,Вариатор,Бензиновый,АИ-95,Полный,,8.2,Япония,M,7.0,4710.0,1735.0,1825.0,2850.0,160.0,R16,55.0,2100.0,,,Euro 5,,1987.0,4.0,4.0,10.0,10.8,7.4,8.2,14.648420115681892
2041000.0,2013.0,192490.0,8325.0,Левый,2.0,Toyota,2.7,185.0,Автомат,Бензиновый,АИ-95,Полный,9.4,10.0,Япония,D,5.0,4833.0,1905.0,1610.0,2775.0,205.0,R19,67.0,2340.0,6.0,180.0,Euro 0,,2672.0,4.0,4.0,10.0,13.3,8.0,10.0,14.528950931747765
5600000.0,2024.0,12.0,6840.0,Левый,1.0,Subaru,2.0,152.0,Вариатор,Бензиновый,АИ-95,Полный,10.5,8.1,Япония,C,5.0,4480.0,1800.0,1575.0,2670.0,220.0,,63.0,1885.0,,198.0,Euro 6,,1995.0,4.0,4.0,12.5,8.7,6.9,8.1,15.53827733427679
1200000.0,2008.0,320000.0,16800.0,Левый,2.0,Mercedes-Benz,3.0,224.0,Автомат,Дизельный,ДТ,Полный,8.6,9.3,Германия,E,5.0,4781.0,1911.0,1815.0,2915.0,200.0,R20,95.0,2830.0,7.0,215.0,Euro 0,245.0,2987.0,6.0,4.0,17.7,11.9,7.8,9.3,13.997832948091215
2560000.0,2019.0,118000.0,15150.0,Левый,1.0,Kia,2.2,202.0,Автомат,Дизельный,ДТ,Передний,13.6,9.2,Южная Корея,M,8.0,5115.0,1985.0,1755.0,3060.0,170.0,R17,80.0,,6.0,,Euro 5,,2199.0,4.0,4.0,16.0,10.1,7.9,9.2,14.75551820708067
1930000.0,2011.0,235000.0,38700.0,Левый,3.0,BMW,3.0,258.0,Автомат,Дизельный,ДТ,Полный,6.2,6.0,Германия,D,5.0,4648.0,1881.0,1661.0,2810.0,212.0,R18,67.0,2390.0,8.0,230.0,Euro 5,159.0,2993.0,6.0,4.0,16.5,6.8,5.6,6.0,14.47303107901565
3890000.0,2023.0,7000.0,4140.0,Левый,1.0,Voyah,,490.0,Автомат,Электро,,Полный,4.7,,Китай,E,5.0,4905.0,1950.0,1645.0,2960.0,113213.0,R20,,2665.0,1.0,200.0,Euro 0,,,,,,,,,15.173919972664004
3490000.0,2022.0,94537.0,8730.0,Левый,1.0,Mazda,2.5,194.0,Автомат,Бензиновый,АИ-95,Полный,9.0,7.4,Япония,C,5.0,4550.0,1840.0,1680.0,2700.0,192.0,R17,56.0,,6.0,195.0,Euro 0,,2488.0,4.0,4.0,13.0,9.7,6.1,7.4,15.06541258071152
3450000.0,2012.0,44500.0,61200.0,Левый,2.0,BMW,4.4,407.0,Автомат,Бензиновый,АИ-95,Полный,4.8,11.3,Германия,E,4.0,4894.0,1894.0,1369.0,2855.0,124.0,R18,70.0,2350.0,8.0,250.0,Euro 5,249.0,4395.0,8.0,4.0,10.0,16.5,8.2,11.3,15.053885078862573
989990.0,2012.0,303779.0,4442.0,Левый,1.0,Nissan,2.0,141.0,Вариатор,Бензиновый,АИ-95,Полный,11.7,8.2,Япония,C,7.0,4541.0,1780.0,1645.0,2765.0,200.0,R17,65.0,2215.0,,180.0,Euro 0,184.0,1997.0,4.0,4.0,10.2,10.7,6.8,8.2,13.805451131160359
25000000.0,2021.0,55000.0,82350.0,Левый,1.0,Bentley,4.0,550.0,Автомат,Бензиновый,АИ-95,Полный,4.5,12.0,Великобритания,F,4.0,5125.0,1998.0,1742.0,2995.0,245.0,R21,85.0,3250.0,8.0,290.0,Euro 6,302.0,3996.0,8.0,4.0,10.1,16.5,9.3,12.0,17.034386422832473
1350000.0,2004.0,350000.0,16125.0,Правый,1.0,,2.5,215.0,Автомат,Бензиновый,АИ-95,Задний,8.4,8.3,Япония,E,5.0,4840.0,1780.0,1470.0,2850.0,155.0,R16,71.0,,5.0,,Euro 0,,2499.0,6.0,4.0,12.0,,,8.3,14.115615891155079
1900000.0,2016.0,84123.0,4536.0,Левый,2.0,Nissan,2.0,144.0,Вариатор,Бензиновый,АИ-95,Полный,12.1,7.5,Япония,D,5.0,4643.0,1820.0,1695.0,2706.0,210.0,R17,60.0,2060.0,,180.0,Euro 5,174.0,1997.0,4.0,4.0,11.2,9.4,6.4,7.5,14.45736497045232
530000.0,2002.0,270000.0,4725.0,Левый,2.0,Toyota,2.0,150.0,Автомат,Бензиновый,АИ-95,Полный,10.6,9.3,Япония,C,5.0,4245.0,1785.0,1680.0,2490.0,200.0,R16,58.0,1690.0,4.0,185.0,Euro 0,,1998.0,4.0,4.0,9.8,11.4,7.3,9.3,13.180634172318978
3000000.0,2022.0,35000.0,4694.0,Левый,1.0,Kia,2.0,150.0,Автомат,Бензиновый,АИ-95,Полный,11.9,8.2,Южная Корея,C,5.0,4660.0,1865.0,1660.0,2755.0,181.0,R17,54.0,2140.0,6.0,180.0,Euro 5,185.0,1999.0,4.0,4.0,10.8,11.0,6.5,8.2,14.914123179965662
1366000.0,2015.0,146000.0,4725.0,Левый,3.0,Kia,2.0,150.0,Автомат,Бензиновый,АИ-95,Полный,11.7,8.4,Южная Корея,C,5.0,4440.0,1855.0,1630.0,2640.0,167.0,R18,55.0,2030.0,6.0,174.0,Euro 5,,1999.0,4.0,4.0,10.3,11.2,6.7,8.4,14.127398051177027
700000.0,2010.0,227029.0,8910.0,Левый,3.0,Ford,2.0,200.0,Робот,Бензиновый,АИ-95,Передний,8.5,8.1,США,M,5.0,4772.0,1884.0,1660.0,2850.0,151.0,R18,70.0,2405.0,6.0,221.0,Euro 5,189.0,1999.0,4.0,4.0,10.0,11.0,6.4,8.1,13.45883704259595
660000.0,2013.0,167000.0,3623.0,Левый,2.0,Great,2.0,115.0,Механика,Бензиновый,АИ-92,Полный,,9.1,Китай,J,5.0,4620.0,1800.0,1800.0,2700.0,200.0,R17,74.0,2305.0,5.0,160.0,Euro 4,,1997.0,4.0,4.0,10.0,13.0,6.8,9.1,13.399996629152975
835000.0,2012.0,190000.0,3686.0,Левый,3.0,Nissan,1.6,117.0,Вариатор,Бензиновый,АИ-95,Передний,11.5,6.3,Япония,B,5.0,4135.0,1765.0,1565.0,2530.0,180.0,R18,46.0,1675.0,,170.0,Euro 0,,1598.0,4.0,4.0,10.7,8.3,5.2,6.3,13.635188201437066
4700000.0,2018.0,170000.0,70350.0,Левый,2.0,Mercedes-Benz,4.0,469.0,Автомат,Бензиновый,АИ-95,Полный,4.6,8.8,Германия,F,4.0,5271.0,1905.0,1496.0,3165.0,150.0,R18,70.0,2805.0,9.0,250.0,Euro 6,200.0,3982.0,8.0,4.0,10.5,11.8,7.1,8.8,15.363073279446223
3490000.0,2019.0,52818.0,8738.0,Левый,1.0,Jaguar,,400.0,Автомат,Электро,,Полный,4.8,22.0,Великобритания,D,5.0,4682.0,1895.0,1565.0,2990.0,,R22,,2670.0,1.0,200.0,Euro 0,,,,,,,,,15.06541258071152
2999999.0,2018.0,165000.0,8550.0,Левый,1.0,Volvo,2.0,190.0,Автомат,Дизельный,ДТ,Полный,8.8,5.2,Швеция,E,5.0,4939.0,1879.0,1543.0,2941.0,210.0,R18,60.0,,8.0,210.0,Euro 6,138.0,1969.0,4.0,4.0,15.8,,,5.2,14.914122846632385
1099000.0,2009.0,156000.0,6840.0,Левый,3.0,Toyota,2.0,158.0,Вариатор,Бензиновый,АИ-95,Полный,11.0,7.5,Япония,C,5.0,4395.0,1815.0,1685.0,2560.0,190.0,R16,60.0,2110.0,,185.0,Euro 0,,1998.0,4.0,4.0,10.0,9.5,6.4,7.5,13.909912143303451
3880000.0,2019.0,153000.0,17325.0,Левый,1.0,Mazda,2.5,231.0,Автомат,Бензиновый,АИ-95,Полный,8.6,9.2,Япония,E,7.0,5075.0,1969.0,1747.0,2930.0,220.0,R18,74.0,2500.0,6.0,210.0,Euro 0,,2488.0,4.0,4.0,10.5,12.7,7.2,9.2,15.171345969331382
2654321.0,2019.0,38300.0,8145.0,Левый,2.0,Toyota,2.5,181.0,Автомат,Бензиновый,АИ-95,Передний,9.9,8.3,Япония,D,5.0,4879.0,1839.0,1445.0,2825.0,155.0,R16,60.0,2100.0,6.0,210.0,Euro 5,183.0,2487.0,4.0,4.0,10.4,11.5,6.4,8.3,14.791699812814775
4990000.0,2016.0,59000.0,18300.0,Левый,2.0,Porsche,3.0,245.0,Робот,Дизельный,ДТ,Полный,6.3,6.3,Германия,D,5.0,4681.0,1923.0,1624.0,2807.0,205.0,,75.0,2575.0,7.0,230.0,Euro 6,164.0,2967.0,6.0,4.0,16.8,6.9,5.9,6.3,15.422946668128484
1580000.0,2015.0,91000.0,4536.0,Левый,3.0,Nissan,2.0,144.0,Вариатор,Бензиновый,АИ-95,Полный,12.1,7.5,Япония,D,5.0,4643.0,1820.0,1695.0,2706.0,210.0,R17,60.0,2060.0,,180.0,Euro 5,174.0,1997.0,4.0,4.0,11.2,9.4,6.4,7.5,14.272936037914342
4330000.0,2022.0,49513.0,8100.0,Левый,2.0,Mitsubishi,2.4,181.0,Автомат,Дизельный,ДТ,Полный,12.3,8.0,Япония,J,5.0,4825.0,1815.0,1835.0,2800.0,218.0,R18,68.0,,8.0,180.0,Euro 5,,2442.0,4.0,4.0,15.5,9.8,7.0,8.0,15.281078330925528
1999999.0,2019.0,110000.0,4725.0,Левый,2.0,Toyota,2.0,150.0,Автомат,Бензиновый,АИ-95,Передний,11.0,7.1,Япония,D,5.0,4879.0,1839.0,1445.0,2825.0,155.0,R16,60.0,2100.0,6.0,210.0,Euro 5,,1998.0,4.0,4.0,12.7,9.7,5.5,7.1,14.508657738524219
2280000.0,2020.0,35000.0,4662.0,Левый,1.0,Kia,2.0,149.0,Вариатор,Бензиновый,АИ-92,Передний,9.6,6.8,Южная Корея,B,5.0,4370.0,1800.0,1615.0,2630.0,185.0,R17,50.0,1890.0,,190.0,Euro 5,157.0,1999.0,4.0,4.0,12.5,8.8,5.6,6.8,14.639686439527019
749000.0,2011.0,175600.0,3843.0,Левый,3.0,Volkswagen,1.4,122.0,Механика,Бензиновый,АИ-98,Передний,9.8,6.2,Германия,C,5.0,4644.0,1778.0,1482.0,2651.0,160.0,R16,55.0,1850.0,6.0,202.0,Euro 5,144.0,1390.0,4.0,4.0,10.0,8.2,5.1,6.2,13.52649559761195
1750000.0,2019.0,56000.0,3654.0,Правый,1.0,Volkswagen,1.0,115.0,Робот,Бензиновый,АИ-95,Передний,10.2,5.0,Германия,B,5.0,4108.0,1760.0,1584.0,2551.0,184.0,R16,40.0,1760.0,7.0,193.0,Euro 6,114.0,999.0,3.0,4.0,10.5,5.8,4.5,5.0,14.375126917328105
2399000.0,2017.0,128885.0,4694.0,Левый,1.0,Land,2.0,150.0,Автомат,Дизельный,ДТ,Полный,10.3,5.3,Великобритания,D,5.0,4599.0,2069.0,1724.0,2741.0,212.0,R20,65.0,,9.0,180.0,Euro 6,139.0,1999.0,4.0,4.0,15.5,6.3,4.7,5.3,14.690562958662095
3580000.0,2022.0,44750.0,16500.0,Левый,1.0,Tank,2.0,220.0,Автомат,Бензиновый,АИ-92,Полный,10.6,10.7,Китай,J,5.0,4760.0,1930.0,1903.0,2750.0,224.0,R17,80.0,2552.0,8.0,175.0,Euro 0,,1967.0,4.0,4.0,,,,10.7,15.090873637706453
4000000.0,2016.0,111500.0,45150.0,Левый,1.0,Lexus,3.5,300.0,Автомат,Бензиновый,АИ-95,Полный,7.9,10.7,Япония,E,5.0,4890.0,1895.0,1685.0,2790.0,208.0,R18,72.0,2662.0,8.0,198.0,Euro 0,,3456.0,6.0,4.0,11.8,12.4,9.0,10.7,15.201805169084134
468000.0,2013.0,102000.0,3371.0,Левый,1.0,Daewoo,1.5,107.0,Механика,Бензиновый,АИ-95,Передний,11.9,,Южная Корея,C,5.0,4515.0,1725.0,1445.0,2600.0,160.0,R15,60.0,1660.0,5.0,180.0,Euro 5,,1485.0,4.0,4.0,10.2,8.5,7.0,,13.056225711649638
6450000.0,2018.0,158000.0,18600.0,Левый,2.0,Land,3.0,249.0,Автомат,Дизельный,ДТ,Полный,8.0,6.9,Великобритания,J,5.0,5000.0,2073.0,1869.0,2922.0,220.0,R21,86.0,3100.0,8.0,209.0,Euro 6,182.0,2993.0,6.0,4.0,16.1,7.8,6.4,6.9,15.679590843810702
600000.0,2007.0,193175.0,4284.0,Левый,3.0,,2.0,136.0,Вариатор,Бензиновый,АИ-95,Передний,10.2,7.3,Германия,C,5.0,4270.0,1777.0,1603.0,2778.0,125.0,R17,54.0,1880.0,,190.0,Euro 4,,2034.0,4.0,2.0,11.0,9.5,6.0,7.3,13.304686600863562
1528000.0,2019.0,40980.0,4505.0,Левый,1.0,Changan,1.5,143.0,Автомат,Бензиновый,,Передний,11.8,8.5,Китай,C,5.0,4500.0,1855.0,1690.0,2650.0,190.0,R17,58.0,,6.0,180.0,Euro 0,,1499.0,4.0,4.0,,10.5,7.0,8.5,14.23947090315865
2699000.0,2017.0,165541.0,18675.0,Левый,3.0,Volvo,2.0,249.0,Автомат,Бензиновый,АИ-95,Полный,7.4,7.4,Швеция,E,5.0,4939.0,1879.0,1543.0,2941.0,210.0,R18,60.0,,8.0,230.0,Euro 6,169.0,1969.0,4.0,4.0,10.8,,,7.4,14.808392262507668
820000.0,2012.0,198000.0,4095.0,Левый,1.0,Hyundai,1.6,130.0,Механика,Бензиновый,АИ-95,Передний,10.9,6.4,Южная Корея,C,5.0,4300.0,1780.0,1470.0,2650.0,150.0,R17,53.0,1820.0,6.0,192.0,Euro 0,162.0,1591.0,4.0,4.0,10.5,8.6,5.1,6.4,13.617060838751888
820000.0,2007.0,220000.0,16500.0,Левый,3.0,Mitsubishi,3.0,220.0,Автомат,Бензиновый,АИ-95,Полный,9.7,10.6,Япония,D,5.0,4640.0,1800.0,1720.0,2670.0,215.0,R16,60.0,2175.0,6.0,200.0,Euro 0,,2998.0,6.0,4.0,9.5,15.1,8.0,10.6,13.617060838751888
3090000.0,2020.0,149000.0,8955.0,Левый,1.0,Toyota,2.5,199.0,Автомат,Бензиновый,АИ-92,Полный,8.5,7.3,Япония,C,5.0,4600.0,1855.0,1685.0,2690.0,200.0,R17,55.0,2125.0,8.0,200.0,Euro 5,166.0,2487.0,4.0,4.0,13.0,9.4,6.1,7.3,14.94368197249847
1000000.0,2010.0,198000.0,18675.0,Левый,3.0,Nissan,3.5,249.0,Вариатор,Бензиновый,АИ-95,Полный,8.0,10.6,Япония,E,5.0,4860.0,1885.0,1720.0,2825.0,178.0,R20,82.0,2365.0,,210.0,Euro 0,248.0,3498.0,6.0,4.0,10.3,14.8,8.3,10.6,13.815511557963774
2950000.0,2017.0,61000.0,47100.0,Левый,2.0,Ford,2.3,317.0,Автомат,Бензиновый,АИ-98,Задний,5.8,9.4,США,S,4.0,4784.0,1916.0,1381.0,2720.0,130.0,R19,59.0,,10.0,250.0,Euro 6,225.0,2264.0,4.0,4.0,9.5,11.2,7.3,9.4,14.897316067298997
1603000.0,2020.0,59546.0,4473.0,Левый,1.0,Changan,1.5,143.0,Автомат,Бензиновый,,Передний,11.8,8.5,Китай,C,5.0,4500.0,1855.0,1690.0,2650.0,190.0,R17,58.0,,6.0,180.0,Euro 0,,1499.0,4.0,4.0,,10.5,7.0,8.5,14.287388055421813
610000.0,2014.0,280000.0,4064.0,Левый,3.0,Kia,1.6,129.0,Механика,Бензиновый,АИ-95,Передний,10.5,6.4,Южная Корея,C,5.0,4310.0,1780.0,1470.0,2650.0,150.0,R16,53.0,1820.0,6.0,195.0,Euro 4,149.0,1591.0,4.0,4.0,10.5,8.6,5.1,6.4,13.321215875492413
3590000.0,2020.0,96000.0,,Левый,2.0,Volkswagen,3.0,224.0,Автомат,Дизельный,ДТ,Полный,7.9,7.8,Германия,J,5.0,5254.0,1954.0,1834.0,3097.0,192.0,R18,80.0,2920.0,8.0,193.0,Euro 6,204.0,2967.0,6.0,4.0,16.8,8.6,7.3,7.8,15.093663039015954
830000.0,2006.0,205000.0,6975.0,Левый,2.0,Ford,2.3,155.0,Автомат,Бензиновый,АИ-95,Полный,12.1,,США,C,5.0,4442.0,1789.0,1770.0,2619.0,200.0,R16,62.0,2023.0,4.0,171.0,Euro 0,,2261.0,4.0,4.0,9.4,10.7,9.1,,13.629182184591333
1510000.0,2022.0,72538.0,4473.0,Левый,1.0,Haval,1.5,143.0,Робот,Бензиновый,АИ-92,Передний,9.8,8.1,Китай,C,5.0,4472.0,1841.0,1574.0,2700.0,190.0,R18,55.0,1765.0,7.0,185.0,Euro 5,186.0,1497.0,4.0,4.0,9.3,10.4,6.7,8.1,14.227620871042543
3400000.0,2015.0,181000.0,18675.0,Левый,2.0,Mercedes-Benz,3.0,249.0,Автомат,Дизельный,ДТ,Полный,7.1,6.6,Германия,E,5.0,4819.0,1935.0,1796.0,2915.0,201.0,R20,93.0,2950.0,9.0,225.0,Euro 6,179.0,2987.0,6.0,4.0,15.5,7.3,6.2,6.6,15.039286283703994
1650000.0,2013.0,209000.0,4599.0,Левый,2.0,Toyota,2.0,146.0,Вариатор,Бензиновый,АИ-95,Передний,11.1,7.4,Япония,C,5.0,4570.0,1845.0,1670.0,2660.0,197.0,R17,60.0,2050.0,,180.0,Euro 4,,1988.0,4.0,4.0,10.0,9.4,6.3,7.4,14.316286451937186
4500000.0,2021.0,90000.0,8550.0,Левый,1.0,Mercedes-Benz,2.1,190.0,Автомат,Дизельный,ДТ,Полный,11.0,6.6,Германия,M,9.0,5140.0,1928.0,1890.0,3200.0,160.0,R19,70.0,3050.0,7.0,199.0,Euro 0,,2143.0,4.0,4.0,16.2,7.5,6.0,6.6,15.319588176962746
1002300.0,2017.0,154000.0,3465.0,Левый,2.0,,1.6,110.0,Механика,Дизельный,ДТ,Передний,11.4,3.9,Германия,C,5.0,4702.0,1809.0,1499.0,2662.0,150.0,R15,48.0,1865.0,6.0,198.0,Euro 6,103.0,1598.0,4.0,4.0,16.0,4.4,3.5,3.9,13.817808914717737
3849000.0,2024.0,1.0,17775.0,Левый,1.0,Geely,2.0,238.0,Автомат,Бензиновый,АИ-95,Полный,7.7,8.6,Китай,D,5.0,4770.0,1895.0,1689.0,2845.0,,R20,62.0,2189.0,8.0,215.0,Euro 0,,1969.0,4.0,4.0,10.8,,,8.6,15.163324192073592
1381000.0,2019.0,111181.0,4095.0,Левый,1.0,Peugeot,1.5,131.0,Автомат,Дизельный,ДТ,Передний,9.7,3.7,Франция,C,5.0,4585.0,1804.0,1472.0,2730.0,110.0,R17,53.0,1890.0,8.0,205.0,Euro 6,97.0,1499.0,4.0,4.0,16.5,4.2,3.4,3.7,14.138319156504128
549999.0,2009.0,190000.0,2025.0,Левый,3.0,Toyota,1.4,90.0,Механика,Дизельный,ДТ,Передний,12.0,5.0,Япония,C,5.0,4220.0,1760.0,1515.0,2600.0,150.0,R16,55.0,1760.0,5.0,175.0,Euro 0,,1364.0,4.0,4.0,17.9,5.8,4.5,5.0,13.217673557208654
